TOTAL,PASS/FAIL,DIVISON,SELECTION,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
128,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
118,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
146,FAIL,NO DIVISION,SAME,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
113,FAIL,NO DIVISION,SAME,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
88,FAIL,NO DIVISION,SAME,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
120,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
273,PASS,FIRST,NEXT,,,,,,,,,,
121,FAIL,NO DIVISION,SAME,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
296,PASS,FIRST,NEXT,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
278,PASS,FIRST,NEXT,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
287,PASS,FIRST,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
137,FAIL,NO DIVISION,SAME,,,,,,,,,,
226,PASS,SECOND,NEXT,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
134,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
143,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
285,PASS,FIRST,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
245,PASS,SECOND,NEXT,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
122,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
129,FAIL,NO DIVISION,SAME,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
292,PASS,FIRST,NEXT,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
278,PASS,FIRST,NEXT,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
278,PASS,FIRST,NEXT,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
257,PASS,FIRST,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
110,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
138,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
143,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
125,FAIL,NO DIVISION,SAME,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
137,FAIL,NO DIVISION,SAME,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
91,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
288,PASS,FIRST,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
120,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
138,FAIL,NO DIVISION,SAME,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
226,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
239,PASS,SECOND,NEXT,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
111,FAIL,NO DIVISION,SAME,,,,,,,,,,
87,FAIL,NO DIVISION,SAME,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
289,PASS,FIRST,NEXT,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
132,FAIL,NO DIVISION,SAME,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
265,PASS,FIRST,NEXT,,,,,,,,,,
260,PASS,FIRST,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
245,PASS,SECOND,NEXT,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
153,FAIL,NO DIVISION,SAME,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
286,PASS,FIRST,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
145,FAIL,NO DIVISION,SAME,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
291,PASS,FIRST,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
123,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
118,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
265,PASS,FIRST,NEXT,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
131,FAIL,NO DIVISION,SAME,,,,,,,,,,
271,PASS,FIRST,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
120,FAIL,NO DIVISION,SAME,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
134,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
158,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
265,PASS,FIRST,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
151,FAIL,NO DIVISION,SAME,,,,,,,,,,
280,PASS,FIRST,NEXT,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
143,FAIL,NO DIVISION,SAME,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
153,FAIL,NO DIVISION,SAME,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
158,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
113,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
271,PASS,FIRST,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
286,PASS,FIRST,NEXT,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
151,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
113,FAIL,NO DIVISION,SAME,,,,,,,,,,
265,PASS,FIRST,NEXT,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
283,PASS,FIRST,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
287,PASS,FIRST,NEXT,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
106,FAIL,NO DIVISION,SAME,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
139,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
